fips	county	state	medvalue
37025	"Cabarrus County, North Carolina"	nc	167800
37027	"Caldwell County, North Carolina"	nc	105800
37029	"Camden County, North Carolina"	nc	220200
37031	"Carteret County, North Carolina"	nc	199200
37033	"Caswell County, North Carolina"	nc	98900
37035	"Catawba County, North Carolina"	nc	133000
37037	"Chatham County, North Carolina"	nc	211400
37039	"Cherokee County, North Carolina"	nc	145000
37041	"Chowan County, North Carolina"	nc	129100
37043	"Clay County, North Carolina"	nc	154700
37045	"Cleveland County, North Carolina"	nc	106100
37047	"Columbus County, North Carolina"	nc	84500
37049	"Craven County, North Carolina"	nc	152400
37051	"Cumberland County, North Carolina"	nc	128700
37053	"Currituck County, North Carolina"	nc	223800
37055	"Dare County, North Carolina"	nc	293900
37057	"Davidson County, North Carolina"	nc	134000
37059	"Davie County, North Carolina"	nc	162100
37061	"Duplin County, North Carolina"	nc	87600
37063	"Durham County, North Carolina"	nc	180600
37065	"Edgecombe County, North Carolina"	nc	80600
37067	"Forsyth County, North Carolina"	nc	150600
37069	"Franklin County, North Carolina"	nc	123300
37071	"Gaston County, North Carolina"	nc	123600
37073	"Gates County, North Carolina"	nc	150200
37075	"Graham County, North Carolina"	nc	125700
37077	"Granville County, North Carolina"	nc	137100
37079	"Greene County, North Carolina"	nc	88500
37081	"Guilford County, North Carolina"	nc	156000
37083	"Halifax County, North Carolina"	nc	86100
37085	"Harnett County, North Carolina"	nc	132600
37087	"Haywood County, North Carolina"	nc	156900
37089	"Henderson County, North Carolina"	nc	185500
37091	"Hertford County, North Carolina"	nc	84200
37093	"Hoke County, North Carolina"	nc	141300
37095	"Hyde County, North Carolina"	nc	76400
37097	"Iredell County, North Carolina"	nc	166700
37099	"Jackson County, North Carolina"	nc	172800
37101	"Johnston County, North Carolina"	nc	141200
37103	"Jones County, North Carolina"	nc	97600
37105	"Lee County, North Carolina"	nc	131300
37107	"Lenoir County, North Carolina"	nc	94200
37109	"Lincoln County, North Carolina"	nc	154600
37111	"McDowell County, North Carolina"	nc	101200
37113	"Macon County, North Carolina"	nc	165400
37115	"Madison County, North Carolina"	nc	161700
37117	"Martin County, North Carolina"	nc	84600
37119	"Mecklenburg County, North Carolina"	nc	181900
37121	"Mitchell County, North Carolina"	nc	117300
37123	"Montgomery County, North Carolina"	nc	88900
37125	"Moore County, North Carolina"	nc	201600
37127	"Nash County, North Carolina"	nc	117300
37129	"New Hanover County, North Carolina"	nc	215200
37131	"Northampton County, North Carolina"	nc	80000
37133	"Onslow County, North Carolina"	nc	151700
37135	"Orange County, North Carolina"	nc	272600
37137	"Pamlico County, North Carolina"	nc	157500
37139	"Pasquotank County, North Carolina"	nc	171600
37141	"Pender County, North Carolina"	nc	155600
37143	"Perquimans County, North Carolina"	nc	170700
37145	"Person County, North Carolina"	nc	118800
37147	"Pitt County, North Carolina"	nc	134900
37149	"Polk County, North Carolina"	nc	170200
37151	"Randolph County, North Carolina"	nc	121900
37153	"Richmond County, North Carolina"	nc	77500
37155	"Robeson County, North Carolina"	nc	66800
37157	"Rockingham County, North Carolina"	nc	102900
37159	"Rowan County, North Carolina"	nc	130200
37161	"Rutherford County, North Carolina"	nc	108600
37163	"Sampson County, North Carolina"	nc	89200
37165	"Scotland County, North Carolina"	nc	77100
37167	"Stanly County, North Carolina"	nc	125100
37169	"Stokes County, North Carolina"	nc	118100
37171	"Surry County, North Carolina"	nc	109900
37173	"Swain County, North Carolina"	nc	132500
37175	"Transylvania County, North Carolina"	nc	171600
37177	"Tyrrell County, North Carolina"	nc	107100
37179	"Union County, North Carolina"	nc	194300
37181	"Vance County, North Carolina"	nc	99600
37183	"Wake County, North Carolina"	nc	229000
37185	"Warren County, North Carolina"	nc	98300
37187	"Washington County, North Carolina"	nc	89000
37189	"Watauga County, North Carolina"	nc	228700
37191	"Wayne County, North Carolina"	nc	108600
37193	"Wilkes County, North Carolina"	nc	111700
37195	"Wilson County, North Carolina"	nc	111500
37197	"Yadkin County, North Carolina"	nc	121100
37199	"Yancey County, North Carolina"	nc	135100
38001	"Adams County, North Dakota"	nd	106300
38003	"Barnes County, North Dakota"	nd	87900
38005	"Benson County, North Dakota"	nd	52800
38007	"Billings County, North Dakota"	nd	108900
38009	"Bottineau County, North Dakota"	nd	84200
38011	"Bowman County, North Dakota"	nd	115100
38013	"Burke County, North Dakota"	nd	77900
38015	"Burleigh County, North Dakota"	nd	172800
38017	"Cass County, North Dakota"	nd	158900
38019	"Cavalier County, North Dakota"	nd	68700
38021	"Dickey County, North Dakota"	nd	76700
38023	"Divide County, North Dakota"	nd	72200
38025	"Dunn County, North Dakota"	nd	104800
38027	"Eddy County, North Dakota"	nd	58800
38029	"Emmons County, North Dakota"	nd	70200
38031	"Foster County, North Dakota"	nd	88700
38033	"Golden Valley County, North Dakota"	nd	83800
38035	"Grand Forks County, North Dakota"	nd	152100
38037	"Grant County, North Dakota"	nd	67200
38039	"Griggs County, North Dakota"	nd	61900
38041	"Hettinger County, North Dakota"	nd	74400
38043	"Kidder County, North Dakota"	nd	71500
38045	"LaMoure County, North Dakota"	nd	76500
38047	"Logan County, North Dakota"	nd	58600
38049	"McHenry County, North Dakota"	nd	77300
38051	"McIntosh County, North Dakota"	nd	55600
38053	"McKenzie County, North Dakota"	nd	123800
38055	"McLean County, North Dakota"	nd	117000
38057	"Mercer County, North Dakota"	nd	113600
38059	"Morton County, North Dakota"	nd	147900
38061	"Mountrail County, North Dakota"	nd	89400
38063	"Nelson County, North Dakota"	nd	54000
38065	"Oliver County, North Dakota"	nd	98900
38067	"Pembina County, North Dakota"	nd	72200
38069	"Pierce County, North Dakota"	nd	83100
38071	"Ramsey County, North Dakota"	nd	89600
38073	"Ransom County, North Dakota"	nd	87400
38075	"Renville County, North Dakota"	nd	95200
38077	"Richland County, North Dakota"	nd	101800
38079	"Rolette County, North Dakota"	nd	63400
38081	"Sargent County, North Dakota"	nd	72500
38083	"Sheridan County, North Dakota"	nd	58300
38085	"Sioux County, North Dakota"	nd	70700
38087	"Slope County, North Dakota"	nd	61100
38089	"Stark County, North Dakota"	nd	166200
38091	"Steele County, North Dakota"	nd	73700
38093	"Stutsman County, North Dakota"	nd	98600
38095	"Towner County, North Dakota"	nd	60600
38097	"Traill County, North Dakota"	nd	94400
38099	"Walsh County, North Dakota"	nd	68100
38101	"Ward County, North Dakota"	nd	155800
38103	"Wells County, North Dakota"	nd	65700
38105	"Williams County, North Dakota"	nd	151400
39001	"Adams County, Ohio"	oh	92900
39003	"Allen County, Ohio"	oh	105000
39005	"Ashland County, Ohio"	oh	122100
39007	"Ashtabula County, Ohio"	oh	110800
39009	"Athens County, Ohio"	oh	115500
39011	"Auglaize County, Ohio"	oh	129400
39013	"Belmont County, Ohio"	oh	88500
39015	"Brown County, Ohio"	oh	116300
39017	"Butler County, Ohio"	oh	157400
39019	"Carroll County, Ohio"	oh	110400
39021	"Champaign County, Ohio"	oh	124600
39023	"Clark County, Ohio"	oh	106400
39025	"Clermont County, Ohio"	oh	154500
39027	"Clinton County, Ohio"	oh	118600
39029	"Columbiana County, Ohio"	oh	96000
39031	"Coshocton County, Ohio"	oh	93300
39033	"Crawford County, Ohio"	oh	87300
39035	"Cuyahoga County, Ohio"	oh	125700
39037	"Darke County, Ohio"	oh	110600
39039	"Defiance County, Ohio"	oh	106100
39041	"Delaware County, Ohio"	oh	246300
39043	"Erie County, Ohio"	oh	135200
39045	"Fairfield County, Ohio"	oh	163700
39047	"Fayette County, Ohio"	oh	107000
39049	"Franklin County, Ohio"	oh	150800
39051	"Fulton County, Ohio"	oh	128900
39053	"Gallia County, Ohio"	oh	95500
39055	"Geauga County, Ohio"	oh	224700
39057	"Greene County, Ohio"	oh	158000
39059	"Guernsey County, Ohio"	oh	94000
39061	"Hamilton County, Ohio"	oh	144400
39063	"Hancock County, Ohio"	oh	127800
39065	"Hardin County, Ohio"	oh	95600
39067	"Harrison County, Ohio"	oh	83500
39069	"Henry County, Ohio"	oh	114000
39071	"Highland County, Ohio"	oh	101800
39073	"Hocking County, Ohio"	oh	109800
39075	"Holmes County, Ohio"	oh	151400
39077	"Huron County, Ohio"	oh	118800
39079	"Jackson County, Ohio"	oh	89600
39081	"Jefferson County, Ohio"	oh	86400
39083	"Knox County, Ohio"	oh	133500
39085	"Lake County, Ohio"	oh	151300
39087	"Lawrence County, Ohio"	oh	97200
39089	"Licking County, Ohio"	oh	149500
39091	"Logan County, Ohio"	oh	118600
39093	"Lorain County, Ohio"	oh	140700
39095	"Lucas County, Ohio"	oh	108700
39097	"Madison County, Ohio"	oh	144100
39099	"Mahoning County, Ohio"	oh	95800
39101	"Marion County, Ohio"	oh	98600
39103	"Medina County, Ohio"	oh	181000
39105	"Meigs County, Ohio"	oh	82600
39107	"Mercer County, Ohio"	oh	124200
39109	"Miami County, Ohio"	oh	133700
39111	"Monroe County, Ohio"	oh	89100
39113	"Montgomery County, Ohio"	oh	112800
39115	"Morgan County, Ohio"	oh	89000
39117	"Morrow County, Ohio"	oh	127400
39119	"Muskingum County, Ohio"	oh	108500
39121	"Noble County, Ohio"	oh	77300
39123	"Ottawa County, Ohio"	oh	136000
39125	"Paulding County, Ohio"	oh	92300
39127	"Perry County, Ohio"	oh	93100
39129	"Pickaway County, Ohio"	oh	149200
39131	"Pike County, Ohio"	oh	96200
39133	"Portage County, Ohio"	oh	150300
39135	"Preble County, Ohio"	oh	116700
39137	"Putnam County, Ohio"	oh	133500
39139	"Richland County, Ohio"	oh	103500
39141	"Ross County, Ohio"	oh	111100
39143	"Sandusky County, Ohio"	oh	110400
39145	"Scioto County, Ohio"	oh	88200
39147	"Seneca County, Ohio"	oh	97900
39149	"Shelby County, Ohio"	oh	123400
39151	"Stark County, Ohio"	oh	122400
39153	"Summit County, Ohio"	oh	135600
39155	"Trumbull County, Ohio"	oh	97400
39157	"Tuscarawas County, Ohio"	oh	108700
39159	"Union County, Ohio"	oh	171800
39161	"Van Wert County, Ohio"	oh	88600
39163	"Vinton County, Ohio"	oh	75700
39165	"Warren County, Ohio"	oh	188500
39167	"Washington County, Ohio"	oh	108600
39169	"Wayne County, Ohio"	oh	135300
39171	"Williams County, Ohio"	oh	98600
39173	"Wood County, Ohio"	oh	149500
39175	"Wyandot County, Ohio"	oh	103500
40001	"Adair County, Oklahoma"	ok	75300
40003	"Alfalfa County, Oklahoma"	ok	62600
40005	"Atoka County, Oklahoma"	ok	79800
40007	"Beaver County, Oklahoma"	ok	86200
40009	"Beckham County, Oklahoma"	ok	103400
40011	"Blaine County, Oklahoma"	ok	68000
40013	"Bryan County, Oklahoma"	ok	88900
40015	"Caddo County, Oklahoma"	ok	74900
40017	"Canadian County, Oklahoma"	ok	139200
40019	"Carter County, Oklahoma"	ok	90600
40021	"Cherokee County, Oklahoma"	ok	103900
40023	"Choctaw County, Oklahoma"	ok	71600
40025	"Cimarron County, Oklahoma"	ok	64700
40027	"Cleveland County, Oklahoma"	ok	141300
40029	"Coal County, Oklahoma"	ok	68400
40031	"Comanche County, Oklahoma"	ok	111700
40033	"Cotton County, Oklahoma"	ok	74600
40035	"Craig County, Oklahoma"	ok	86800
40037	"Creek County, Oklahoma"	ok	105800
40039	"Custer County, Oklahoma"	ok	110600
40041	"Delaware County, Oklahoma"	ok	105200
40043	"Dewey County, Oklahoma"	ok	77400
40045	"Ellis County, Oklahoma"	ok	75900
40047	"Garfield County, Oklahoma"	ok	89400
40049	"Garvin County, Oklahoma"	ok	83800
40051	"Grady County, Oklahoma"	ok	108400
40053	"Grant County, Oklahoma"	ok	62800
40055	"Greer County, Oklahoma"	ok	63000
40057	"Harmon County, Oklahoma"	ok	43400
40059	"Harper County, Oklahoma"	ok	68500
40061	"Haskell County, Oklahoma"	ok	78000
40063	"Hughes County, Oklahoma"	ok	66200
40065	"Jackson County, Oklahoma"	ok	87400
40067	"Jefferson County, Oklahoma"	ok	59500
40069	"Johnston County, Oklahoma"	ok	77200
40071	"Kay County, Oklahoma"	ok	75700
40073	"Kingfisher County, Oklahoma"	ok	115000
40075	"Kiowa County, Oklahoma"	ok	56600
40077	"Latimer County, Oklahoma"	ok	71200
40079	"Le Flore County, Oklahoma"	ok	80100
40081	"Lincoln County, Oklahoma"	ok	92600
40083	"Logan County, Oklahoma"	ok	135700
40085	"Love County, Oklahoma"	ok	80500
40087	"McClain County, Oklahoma"	ok	139300
40089	"McCurtain County, Oklahoma"	ok	71500
40091	"McIntosh County, Oklahoma"	ok	79600
40093	"Major County, Oklahoma"	ok	85300
40095	"Marshall County, Oklahoma"	ok	83700
40097	"Mayes County, Oklahoma"	ok	96200
40099	"Murray County, Oklahoma"	ok	82200
40101	"Muskogee County, Oklahoma"	ok	92200
40103	"Noble County, Oklahoma"	ok	85200
40105	"Nowata County, Oklahoma"	ok	74300
40107	"Okfuskee County, Oklahoma"	ok	69300
40109	"Oklahoma County, Oklahoma"	ok	126500
40111	"Okmulgee County, Oklahoma"	ok	77100
40113	"Osage County, Oklahoma"	ok	93900
40115	"Ottawa County, Oklahoma"	ok	81000
40117	"Pawnee County, Oklahoma"	ok	83500
40119	"Payne County, Oklahoma"	ok	130800
40121	"Pittsburg County, Oklahoma"	ok	86800
40123	"Pontotoc County, Oklahoma"	ok	99100
40125	"Pottawatomie County, Oklahoma"	ok	96400
40127	"Pushmataha County, Oklahoma"	ok	71000
40129	"Roger Mills County, Oklahoma"	ok	81300
40131	"Rogers County, Oklahoma"	ok	143600
40133	"Seminole County, Oklahoma"	ok	70500
40135	"Sequoyah County, Oklahoma"	ok	85800
40137	"Stephens County, Oklahoma"	ok	89300
40139	"Texas County, Oklahoma"	ok	89000
40141	"Tillman County, Oklahoma"	ok	52800
40143	"Tulsa County, Oklahoma"	ok	134100
40145	"Wagoner County, Oklahoma"	ok	138400
40147	"Washington County, Oklahoma"	ok	111000
40149	"Washita County, Oklahoma"	ok	76500
40151	"Woods County, Oklahoma"	ok	80700
40153	"Woodward County, Oklahoma"	ok	104300
41001	"Baker County, Oregon"	or	147700
41003	"Benton County, Oregon"	or	270500
41005	"Clackamas County, Oregon"	or	300600
41007	"Clatsop County, Oregon"	or	256500
41009	"Columbia County, Oregon"	or	213200
41011	"Coos County, Oregon"	or	177000
41013	"Crook County, Oregon"	or	173000
41015	"Curry County, Oregon"	or	230100
41017	"Deschutes County, Oregon"	or	249500
41019	"Douglas County, Oregon"	or	171300
41021	"Gilliam County, Oregon"	or	116400
41023	"Grant County, Oregon"	or	136400
41025	"Harney County, Oregon"	or	112300
41027	"Hood River County, Oregon"	or	321700
41029	"Jackson County, Oregon"	or	225100
41031	"Jefferson County, Oregon"	or	165900
41033	"Josephine County, Oregon"	or	220900
41035	"Klamath County, Oregon"	or	155000
41037	"Lake County, Oregon"	or	144100
41039	"Lane County, Oregon"	or	218900
41041	"Lincoln County, Oregon"	or	237200
41043	"Linn County, Oregon"	or	173600
41045	"Malheur County, Oregon"	or	132600
41047	"Marion County, Oregon"	or	192200
41049	"Morrow County, Oregon"	or	119800
41051	"Multnomah County, Oregon"	or	271600
41053	"Polk County, Oregon"	or	217400
41055	"Sherman County, Oregon"	or	135400
41057	"Tillamook County, Oregon"	or	226500
41059	"Umatilla County, Oregon"	or	142700
41061	"Union County, Oregon"	or	156600
41063	"Wallowa County, Oregon"	or	199900
41065	"Wasco County, Oregon"	or	181600
41067	"Washington County, Oregon"	or	282400
41069	"Wheeler County, Oregon"	or	123700
41071	"Yamhill County, Oregon"	or	224900
42001	"Adams County, Pennsylvania"	pa	198200
42003	"Allegheny County, Pennsylvania"	pa	122400
42005	"Armstrong County, Pennsylvania"	pa	94100
42007	"Beaver County, Pennsylvania"	pa	115400
42009	"Bedford County, Pennsylvania"	pa	120200
42011	"Berks County, Pennsylvania"	pa	170600
42013	"Blair County, Pennsylvania"	pa	106500
42015	"Bradford County, Pennsylvania"	pa	119900
42017	"Bucks County, Pennsylvania"	pa	309900
42019	"Butler County, Pennsylvania"	pa	169700
42021	"Cambria County, Pennsylvania"	pa	87100
42023	"Cameron County, Pennsylvania"	pa	69500
42025	"Carbon County, Pennsylvania"	pa	146700
42027	"Centre County, Pennsylvania"	pa	192600
42029	"Chester County, Pennsylvania"	pa	325200
42031	"Clarion County, Pennsylvania"	pa	106200
42033	"Clearfield County, Pennsylvania"	pa	85100
42035	"Clinton County, Pennsylvania"	pa	110900
42037	"Columbia County, Pennsylvania"	pa	135000
42039	"Crawford County, Pennsylvania"	pa	102700
42041	"Cumberland County, Pennsylvania"	pa	184500
42043	"Dauphin County, Pennsylvania"	pa	158800
42045	"Delaware County, Pennsylvania"	pa	234100
42047	"Elk County, Pennsylvania"	pa	92100
42049	"Erie County, Pennsylvania"	pa	115100
42051	"Fayette County, Pennsylvania"	pa	84200
42053	"Forest County, Pennsylvania"	pa	83600
42055	"Franklin County, Pennsylvania"	pa	177500
42057	"Fulton County, Pennsylvania"	pa	159300
42059	"Greene County, Pennsylvania"	pa	89400
42061	"Huntingdon County, Pennsylvania"	pa	115000
42063	"Indiana County, Pennsylvania"	pa	103000
42065	"Jefferson County, Pennsylvania"	pa	86800
42067	"Juniata County, Pennsylvania"	pa	138200
42069	"Lackawanna County, Pennsylvania"	pa	144100
42071	"Lancaster County, Pennsylvania"	pa	188200
42073	"Lawrence County, Pennsylvania"	pa	96700
42075	"Lebanon County, Pennsylvania"	pa	164300
42077	"Lehigh County, Pennsylvania"	pa	196600
42079	"Luzerne County, Pennsylvania"	pa	121000
42081	"Lycoming County, Pennsylvania"	pa	131000
42083	"McKean County, Pennsylvania"	pa	72700
42085	"Mercer County, Pennsylvania"	pa	104600
42087	"Mifflin County, Pennsylvania"	pa	95700
42089	"Monroe County, Pennsylvania"	pa	191800
42091	"Montgomery County, Pennsylvania"	pa	292600
42093	"Montour County, Pennsylvania"	pa	153200
42095	"Northampton County, Pennsylvania"	pa	212100
42097	"Northumberland County, Pennsylvania"	pa	98200
42099	"Perry County, Pennsylvania"	pa	158400
42101	"Philadelphia County, Pennsylvania"	pa	142500
42103	"Pike County, Pennsylvania"	pa	193100
42105	"Potter County, Pennsylvania"	pa	96500
42107	"Schuylkill County, Pennsylvania"	pa	93500
42109	"Snyder County, Pennsylvania"	pa	133700
42111	"Somerset County, Pennsylvania"	pa	98400
42113	"Sullivan County, Pennsylvania"	pa	137000
42115	"Susquehanna County, Pennsylvania"	pa	139000
42117	"Tioga County, Pennsylvania"	pa	116000
42119	"Union County, Pennsylvania"	pa	154300
42121	"Venango County, Pennsylvania"	pa	81000
42123	"Warren County, Pennsylvania"	pa	88700
42125	"Washington County, Pennsylvania"	pa	143600
42127	"Wayne County, Pennsylvania"	pa	179900
42129	"Westmoreland County, Pennsylvania"	pa	133600
42131	"Wyoming County, Pennsylvania"	pa	155100
42133	"York County, Pennsylvania"	pa	174200
44001	"Bristol County, Rhode Island"	ri	341000
44003	"Kent County, Rhode Island"	ri	220200
44005	"Newport County, Rhode Island"	ri	355800
44007	"Providence County, Rhode Island"	ri	224100
44009	"Washington County, Rhode Island"	ri	321900
45001	"Abbeville County, South Carolina"	sc	91200
45003	"Aiken County, South Carolina"	sc	124600
45005	"Allendale County, South Carolina"	sc	65400
45007	"Anderson County, South Carolina"	sc	123400
45009	"Bamberg County, South Carolina"	sc	74700
45011	"Barnwell County, South Carolina"	sc	72400
45013	"Beaufort County, South Carolina"	sc	275500
45015	"Berkeley County, South Carolina"	sc	150400
45017	"Calhoun County, South Carolina"	sc	100600
45019	"Charleston County, South Carolina"	sc	236100
45021	"Cherokee County, South Carolina"	sc	83600
45023	"Chester County, South Carolina"	sc	82500
45025	"Chesterfield County, South Carolina"	sc	79400
45027	"Clarendon County, South Carolina"	sc	85900
45029	"Colleton County, South Carolina"	sc	89900
45031	"Darlington County, South Carolina"	sc	87200
45033	"Dillon County, South Carolina"	sc	64400
45035	"Dorchester County, South Carolina"	sc	167400
45037	"Edgefield County, South Carolina"	sc	109500
45039	"Fairfield County, South Carolina"	sc	91900
45041	"Florence County, South Carolina"	sc	114900
45043	"Georgetown County, South Carolina"	sc	158800
45045	"Greenville County, South Carolina"	sc	153600
45047	"Greenwood County, South Carolina"	sc	104900
45049	"Hampton County, South Carolina"	sc	79400
45051	"Horry County, South Carolina"	sc	159600
45053	"Jasper County, South Carolina"	sc	90200
45055	"Kershaw County, South Carolina"	sc	116000
45057	"Lancaster County, South Carolina"	sc	142200
45059	"Laurens County, South Carolina"	sc	81800
45061	"Lee County, South Carolina"	sc	65000
45063	"Lexington County, South Carolina"	sc	140100
45065	"McCormick County, South Carolina"	sc	112500
45067	"Marion County, South Carolina"	sc	77800
45069	"Marlboro County, South Carolina"	sc	58200
45071	"Newberry County, South Carolina"	sc	107400
45073	"Oconee County, South Carolina"	sc	136300
45075	"Orangeburg County, South Carolina"	sc	84700
45077	"Pickens County, South Carolina"	sc	123900
45079	"Richland County, South Carolina"	sc	149800
45081	"Saluda County, South Carolina"	sc	90400
45083	"Spartanburg County, South Carolina"	sc	121300
45085	"Sumter County, South Carolina"	sc	107300
45087	"Union County, South Carolina"	sc	74000
45089	"Williamsburg County, South Carolina"	sc	67100
45091	"York County, South Carolina"	sc	159300
46003	"Aurora County, South Dakota"	sd	68800
46005	"Beadle County, South Dakota"	sd	87500
46007	"Bennett County, South Dakota"	sd	54300
46009	"Bon Homme County, South Dakota"	sd	69700
46011	"Brookings County, South Dakota"	sd	147400
46013	"Brown County, South Dakota"	sd	133900
46015	"Brule County, South Dakota"	sd	92500
46017	"Buffalo County, South Dakota"	sd	38800
46019	"Butte County, South Dakota"	sd	111900
46021	"Campbell County, South Dakota"	sd	52100
46023	"Charles Mix County, South Dakota"	sd	74500
46025	"Clark County, South Dakota"	sd	69000
46027	"Clay County, South Dakota"	sd	133800
46029	"Codington County, South Dakota"	sd	134800
46031	"Corson County, South Dakota"	sd	48900
46033	"Custer County, South Dakota"	sd	192000
46035	"Davison County, South Dakota"	sd	123300
46037	"Day County, South Dakota"	sd	76800
46039	"Deuel County, South Dakota"	sd	93700
46041	"Dewey County, South Dakota"	sd	57500
46043	"Douglas County, South Dakota"	sd	70900
46045	"Edmunds County, South Dakota"	sd	84000
46047	"Fall River County, South Dakota"	sd	89700
46049	"Faulk County, South Dakota"	sd	65200
46051	"Grant County, South Dakota"	sd	100500
46053	"Gregory County, South Dakota"	sd	58400
46055	"Haakon County, South Dakota"	sd	74400
46057	"Hamlin County, South Dakota"	sd	108100
46059	"Hand County, South Dakota"	sd	86400
46061	"Hanson County, South Dakota"	sd	102700
46063	"Harding County, South Dakota"	sd	69400
46065	"Hughes County, South Dakota"	sd	160900
46067	"Hutchinson County, South Dakota"	sd	71000
46069	"Hyde County, South Dakota"	sd	68700
46071	"Jackson County, South Dakota"	sd	52600
46073	"Jerauld County, South Dakota"	sd	69900
46075	"Jones County, South Dakota"	sd	67600
46077	"Kingsbury County, South Dakota"	sd	82000
46079	"Lake County, South Dakota"	sd	118500
46081	"Lawrence County, South Dakota"	sd	167100
46083	"Lincoln County, South Dakota"	sd	184900
46085	"Lyman County, South Dakota"	sd	74200
46087	"McCook County, South Dakota"	sd	101100
46089	"McPherson County, South Dakota"	sd	55800
46091	"Marshall County, South Dakota"	sd	93200
46093	"Meade County, South Dakota"	sd	157100
46095	"Mellette County, South Dakota"	sd	54100
46097	"Miner County, South Dakota"	sd	63000
46099	"Minnehaha County, South Dakota"	sd	149600
46101	"Moody County, South Dakota"	sd	101000
46103	"Pennington County, South Dakota"	sd	156100
46105	"Perkins County, South Dakota"	sd	56700
46107	"Potter County, South Dakota"	sd	60000
46109	"Roberts County, South Dakota"	sd	83000
46111	"Sanborn County, South Dakota"	sd	68200
46113	"Shannon County, South Dakota"	sd	19900
46115	"Spink County, South Dakota"	sd	64000
46117	"Stanley County, South Dakota"	sd	110900
46119	"Sully County, South Dakota"	sd	88200
46121	"Todd County, South Dakota"	sd	40200
46123	"Tripp County, South Dakota"	sd	72200
46125	"Turner County, South Dakota"	sd	93200
46127	"Union County, South Dakota"	sd	150300
46129	"Walworth County, South Dakota"	sd	73000
46135	"Yankton County, South Dakota"	sd	126700
46137	"Ziebach County, South Dakota"	sd	70100
47001	"Anderson County, Tennessee"	tn	127000
47003	"Bedford County, Tennessee"	tn	114600
47005	"Benton County, Tennessee"	tn	80100
47007	"Bledsoe County, Tennessee"	tn	106100
47009	"Blount County, Tennessee"	tn	163900
47011	"Bradley County, Tennessee"	tn	138900
47013	"Campbell County, Tennessee"	tn	91500
47015	"Cannon County, Tennessee"	tn	116400
47017	"Carroll County, Tennessee"	tn	80500
47019	"Carter County, Tennessee"	tn	101100
47021	"Cheatham County, Tennessee"	tn	152900
47023	"Chester County, Tennessee"	tn	102300
47025	"Claiborne County, Tennessee"	tn	94900
47027	"Clay County, Tennessee"	tn	96400
47029	"Cocke County, Tennessee"	tn	99700
47031	"Coffee County, Tennessee"	tn	116900
47033	"Crockett County, Tennessee"	tn	85700
47035	"Cumberland County, Tennessee"	tn	142200
47037	"Davidson County, Tennessee"	tn	167500
47039	"Decatur County, Tennessee"	tn	83100
47041	"DeKalb County, Tennessee"	tn	115100
47043	"Dickson County, Tennessee"	tn	138500
47045	"Dyer County, Tennessee"	tn	99500
47047	"Fayette County, Tennessee"	tn	175100
47049	"Fentress County, Tennessee"	tn	93300
47051	"Franklin County, Tennessee"	tn	104800
47053	"Gibson County, Tennessee"	tn	87700
47055	"Giles County, Tennessee"	tn	100000
47057	"Grainger County, Tennessee"	tn	91400
47059	"Greene County, Tennessee"	tn	110800
47061	"Grundy County, Tennessee"	tn	80100
47063	"Hamblen County, Tennessee"	tn	125000
47065	"Hamilton County, Tennessee"	tn	154200
47067	"Hancock County, Tennessee"	tn	75900
47069	"Hardeman County, Tennessee"	tn	86300
47071	"Hardin County, Tennessee"	tn	98000
47073	"Hawkins County, Tennessee"	tn	108900
47075	"Haywood County, Tennessee"	tn	94500
47077	"Henderson County, Tennessee"	tn	94400
47079	"Henry County, Tennessee"	tn	91300
47081	"Hickman County, Tennessee"	tn	100400
47083	"Houston County, Tennessee"	tn	87300
47085	"Humphreys County, Tennessee"	tn	108000
47087	"Jackson County, Tennessee"	tn	102900
47089	"Jefferson County, Tennessee"	tn	121800
47091	"Johnson County, Tennessee"	tn	101200
47093	"Knox County, Tennessee"	tn	157400
47095	"Lake County, Tennessee"	tn	72700
47097	"Lauderdale County, Tennessee"	tn	77600
47099	"Lawrence County, Tennessee"	tn	97900
47101	"Lewis County, Tennessee"	tn	94400
47103	"Lincoln County, Tennessee"	tn	109400
47105	"Loudon County, Tennessee"	tn	177600
47107	"McMinn County, Tennessee"	tn	119000
47109	"McNairy County, Tennessee"	tn	86100
47111	"Macon County, Tennessee"	tn	97900
47113	"Madison County, Tennessee"	tn	112700
47115	"Marion County, Tennessee"	tn	118900
47117	"Marshall County, Tennessee"	tn	105900
47119	"Maury County, Tennessee"	tn	136300
47121	"Meigs County, Tennessee"	tn	101800
47123	"Monroe County, Tennessee"	tn	115300
47125	"Montgomery County, Tennessee"	tn	141800
47127	"Moore County, Tennessee"	tn	135200
47129	"Morgan County, Tennessee"	tn	90700
47131	"Obion County, Tennessee"	tn	89100
47133	"Overton County, Tennessee"	tn	91900
47135	"Perry County, Tennessee"	tn	86800
47137	"Pickett County, Tennessee"	tn	96300
47139	"Polk County, Tennessee"	tn	109300
47141	"Putnam County, Tennessee"	tn	135100
47143	"Rhea County, Tennessee"	tn	104400
47145	"Roane County, Tennessee"	tn	120300
47147	"Robertson County, Tennessee"	tn	153100
47149	"Rutherford County, Tennessee"	tn	159100
47151	"Scott County, Tennessee"	tn	81500
47153	"Sequatchie County, Tennessee"	tn	119300
47155	"Sevier County, Tennessee"	tn	159400
47157	"Shelby County, Tennessee"	tn	132700
